Chromosome	Position(bp)	Rate(cM/Mb)
chr20	81154	0.735716
chr20	82590	0.734243
chr20	82603	0.734147
chr20	83158	0.734513
chr20	83509	0.742335
chr20	84293	0.742618
chr20	84647	0.746463
chr20	85729	7.19975
chr20	88108	7.220007
chr20	88453	7.219995
chr20	88767	7.219755
chr20	90438	7.203219
chr20	90452	7.191159
chr20	92251	4.657025
chr20	93706	3.325397
chr20	94613	0.837345
chr20	96321	0.491121
chr20	100014	0.487868
chr20	101775	0.488031
chr20	102929	0.488104
chr20	104475	0.488078
chr20	106775	0.488068
chr20	110343	1.050289
chr20	110447	2.319963
chr20	110586	2.908467
chr20	110705	4.277567
chr20	110867	4.980081
chr20	111066	5.02265
chr20	111725	2.599163
chr20	111886	0.807632
chr20	112250	0.391466
chr20	112799	0.379345
chr20	112858	0.364308
chr20	113450	0.338784
chr20	114452	0.338075
chr20	116290	0.341799
chr20	116481	0.346144
chr20	116753	0.354536
chr20	118289	0.372589
chr20	119631	0.318661
chr20	119864	0.230581
chr20	120058	0.116057
chr20	120721	0.080696
chr20	121264	0.066053
chr20	121540	0.051279
chr20	122158	0.047395999999999994
chr20	122876	0.047553
chr20	126560	0.04759
chr20	127546	0.064135
chr20	127687	0.08294600000000002
chr20	128631	0.118815
chr20	128736	0.15163
chr20	141335	0.151081
chr20	141867	0.152017
chr20	143661	0.253458
chr20	143771	0.876454
chr20	144357	0.95337
chr20	144480	1.052051
chr20	144897	10.231289
chr20	145888	10.65416
chr20	145959	10.044012
chr20	145973	8.518412
chr20	146037	6.895363
chr20	146119	0.797582
chr20	146282	0.737596
chr20	146553	0.73403
chr20	147079	0.732865
chr20	147311	0.733193
chr20	148072	0.741177
chr20	148372	0.736099
chr20	148422	0.729485
chr20	148972	0.46303300000000003
chr20	148994	0.462504
chr20	149223	0.352411
chr20	150721	0.353588
chr20	150854	0.354244
chr20	151016	0.355298
chr20	152134	0.513322
chr20	152517	0.523011
chr20	153259	1.246453
chr20	153376	5.458391
chr20	153835	5.188557
chr20	153898	4.281873
chr20	154002	4.281873
chr20	154203	1.068519
chr20	154290	0.880526
chr20	154847	0.410397
chr20	155256	0.413508
chr20	155384	1.069196
chr20	155733	0.21470700000000004
chr20	155813	0.209462
chr20	155927	0.211801
chr20	156080	0.214067
chr20	156669	0.214067
chr20	156813	0.215105
chr20	157259	0.216878
chr20	157292	0.218048
chr20	157363	0.218986
chr20	157484	0.220427
chr20	157507	0.222115
chr20	157819	0.222115
chr20	157914	0.222115
chr20	157979	0.222115
chr20	158513	0.22211499999999998
chr20	158532	0.222116
chr20	158768	0.22211600000000004
chr20	158778	0.222116
chr20	158815	0.222116
chr20	158935	0.222116
chr20	159104	0.190948
chr20	159200	0.152437
chr20	159445	0.130957
chr20	159530	0.130957
chr20	159639	0.120347
chr20	159864	0.120347
chr20	159865	0.120407
chr20	160054	0.120801
chr20	163082	0.126239
chr20	163113	0.16973
chr20	163277	0.677997
chr20	163741	6.521275
chr20	163910	4.718625
chr20	163929	2.945971
chr20	164258	0.210011
chr20	164772	0.210951
chr20	165212	0.210951
chr20	166310	0.21094599999999997
chr20	166354	0.225718
chr20	167044	0.232837
chr20	167443	0.236087
chr20	168766	0.256191
chr20	169334	0.260472
chr20	170689	0.29486999999999997
chr20	172626	0.236337
chr20	176516	0.328596
chr20	177105	0.292948
chr20	179892	0.121719
chr20	180861	0.122778
chr20	181095	0.125246
chr20	182042	0.12351800000000002
chr20	183442	0.11815000000000002
chr20	183643	0.11640699999999998
chr20	183795	0.113924
chr20	185161	0.113916
chr20	185191	0.113892
chr20	185522	0.113896
chr20	185547	0.114094
chr20	187259	0.12153300000000002
chr20	187379	0.132698
chr20	187600	0.138171
chr20	187825	0.144659
chr20	188087	0.159639
chr20	189060	0.203669
chr20	189354	0.458549
chr20	189948	0.45867499999999994
chr20	190001	0.268694
chr20	190173	0.268221
chr20	190299	0.267899
chr20	190548	0.269178
chr20	191181	0.270341
chr20	191198	0.272414
