Chromosome	Position(bp)	Rate(cM/Mb)
chr17	163252	3.745829
chr17	191293	3.748065
chr17	201297	2.578174
chr17	202676	2.573723
chr17	203220	2.532886
chr17	203415	2.4872189999999996
chr17	207235	2.494051
chr17	208484	2.496189
chr17	208658	2.500471
chr17	209189	2.549913
chr17	209876	3.1338099999999995
chr17	209926	3.335991
chr17	210434	3.3397419999999998
chr17	210741	3.876824
chr17	212693	3.897995
chr17	212735	3.9131829999999996
chr17	212855	3.922002
chr17	213307	3.9234110000000006
chr17	215560	3.927157
chr17	223472	3.9337090000000003
chr17	223631	3.924858
chr17	228441	4.01073
chr17	228591	4.015536
chr17	231345	4.028233
chr17	231670	4.036568
chr17	231974	4.046454
chr17	232290	4.046603
chr17	233178	4.07631
chr17	233382	4.085623
chr17	233405	4.092159
chr17	234991	4.066967
chr17	236559	4.05209
chr17	236711	4.051987
chr17	236842	4.052236
chr17	237011	4.044898
chr17	237290	4.028904
chr17	237751	3.983776
chr17	237964	3.828211
chr17	237970	3.637667
chr17	237978	3.637667
chr17	238734	3.5898149999999998
chr17	239022	3.367546
chr17	239037	3.126372
chr17	239197	2.6434740000000003
chr17	239392	2.378536
chr17	240638	2.369999
chr17	245840	2.845407
chr17	253120	2.567705
chr17	258629	3.458098
chr17	258756	3.5675409999999994
chr17	259058	4.353183
chr17	259509	4.803365
chr17	259538	5.296695
chr17	259909	5.521073
chr17	260234	12.583795
chr17	260788	28.821913
chr17	260852	29.788274
chr17	261117	45.230816
chr17	261239	45.230816
chr17	261308	45.230816
chr17	261432	45.230816
chr17	261459	45.230816
chr17	263243	45.230816
chr17	263302	45.230816
chr17	263599	32.178667
chr17	263891	29.778232
chr17	264003	15.005442000000002
chr17	264095	11.269892
chr17	264878	11.281886
chr17	266235	11.294253
chr17	270383	11.313303
chr17	276101	11.313303
chr17	276910	11.283969999999998
chr17	278598	3.226863
chr17	279434	3.213511
chr17	279666	3.217194
chr17	280815	3.24859
chr17	282037	3.3925
chr17	282769	3.6581210000000004
chr17	283203	7.537407000000001
chr17	285519	7.553683
chr17	289254	9.112941
chr17	289543	9.238354
chr17	289566	9.331838
chr17	290146	9.310769
chr17	291244	9.30577
chr17	293139	11.298101
chr17	296637	12.387663
chr17	299381	12.3883
chr17	301865	11.954076
chr17	302495	11.180088
chr17	302571	10.463641
chr17	305703	9.249975
chr17	310060	8.71915
chr17	313487	8.62046
chr17	318819	8.618679000000002
chr17	322746	7.051496000000001
chr17	322892	4.072247
chr17	323061	3.800307
chr17	324115	6.004525
chr17	324330	6.130234
chr17	329605	6.717929
chr17	329986	6.826779
chr17	332713	8.926486
chr17	333447	8.926486
chr17	338802	5.874431
chr17	343397	5.839373
chr17	348281	5.78881
chr17	348482	5.037744
chr17	348636	5.037744
chr17	348907	4.592774
chr17	350768	4.487574
chr17	351061	4.487574
chr17	354968	4.607264
chr17	360023	5.136847
chr17	360289	5.438226
chr17	360312	5.73622
chr17	360629	5.948782
chr17	362940	5.603546
chr17	364611	5.066842
chr17	366972	4.632989
chr17	368038	4.362399
chr17	368076	4.321732
chr17	368354	3.252754
chr17	368675	2.713685
chr17	368918	0.981703
chr17	369795	0.878158
chr17	370594	0.8736280000000001
chr17	371487	0.872176
chr17	372893	0.870992
chr17	373191	0.871544
chr17	373337	0.872047
chr17	376958	0.958551
chr17	378886	0.993307
chr17	379187	1.074682
chr17	383619	1.109999
chr17	387876	1.09569
chr17	392044	0.895869
chr17	395394	0.873459
chr17	395521	0.7967700000000001
chr17	395564	0.730905
chr17	407766	0.702801
chr17	412832	0.690869
chr17	415725	0.677159
chr17	421142	1.041427
chr17	422521	22.064598
chr17	426225	21.984891
chr17	427142	21.982397
chr17	427811	2.034313
chr17	428342	1.263221
chr17	428511	0.338235
chr17	431155	0.341448
chr17	431255	0.343653
chr17	433545	0.341385
chr17	434474	0.347817
chr17	435486	0.532776
chr17	435685	0.80212
chr17	435885	0.9633829999999999
chr17	436199	1.2966
chr17	436748	1.3199469999999998
chr17	436858	1.347105
chr17	438357	1.310264
chr17	438395	1.306492
chr17	440669	1.348532
chr17	442185	1.347698
chr17	443347	1.041849
chr17	444466	0.688672
chr17	445492	0.8069059999999999
chr17	494512	0.92514
chr17	494808	1.750928
chr17	494867	2.490096
chr17	497719	4.042817
chr17	498607	4.139384
chr17	499603	4.009542
chr17	501377	2.161582
chr17	504225	0.305379
chr17	507211	0.196768
chr17	508129	0.193859
chr17	510763	0.194394
chr17	512427	0.212648
chr17	516793	0.210543
chr17	516925	0.201655
chr17	517227	0.196713
chr17	518076	0.194312
chr17	518197	0.192393
chr17	518515	0.191153
chr17	519656	0.190984
chr17	519811	0.190859
chr17	520655	0.190649
chr17	521640	0.190777
chr17	521859	0.190612
chr17	522876	0.190957
chr17	523511	0.190957
chr17	524831	0.192448
chr17	525007	0.249626
chr17	525354	0.302337
chr17	527005	0.503502
chr17	528350	0.793462
chr17	529231	0.366021
chr17	529761	0.295119
chr17	531009	0.287049
chr17	531370	0.285678
chr17	532656	0.285323
chr17	532981	0.287313
chr17	533068	0.289527
chr17	533608	0.288171
chr17	533660	0.287424
chr17	535884	0.13254
chr17	537247	0.109725
chr17	537257	0.109678
chr17	538035	0.093017
chr17	542771	0.097083
chr17	542922	0.102071
chr17	544802	2.891836
chr17	549450	2.843595
chr17	549658	2.748943
chr17	551745	2.74948
chr17	552574	2.683298
chr17	559083	1.436024
chr17	560603	1.422445
chr17	561019	1.371447
chr17	561592	0.915517
chr17	562093	0.506841
chr17	562535	0.585521
chr17	563231	0.191827
chr17	564717	0.145696
chr17	564952	0.108892
chr17	567074	0.104421
chr17	567093	0.100435
chr17	568663	0.099381
chr17	572682	0.099652
chr17	573111	0.099864
chr17	574231	0.099979
chr17	583581	0.099967
chr17	584197	0.099936
chr17	585020	0.099925
chr17	585366	0.099926
chr17	585485	0.100056
chr17	585803	0.100061
chr17	586191	0.100088
chr17	586776	0.100426
chr17	587068	0.100125
chr17	587737	0.10009
chr17	588011	0.100094
chr17	588484	0.09999
chr17	596503	0.099934
chr17	599945	0.108128
chr17	600519	0.313482
chr17	600978	0.768639
chr17	601219	1.139657
chr17	601738	1.378172
chr17	601922	1.800311
chr17	601987	2.149087
chr17	602010	2.390398
chr17	602531	1.022079
chr17	602630	0.629192
chr17	603568	0.246374
chr17	603798	0.121115
chr17	606279	0.121916
chr17	606593	0.121906
chr17	607467	0.13764
chr17	607916	0.127686
chr17	607950	0.12526
chr17	611440	0.125219
chr17	614071	0.125219
chr17	614179	3.08755
chr17	614281	0.159657
chr17	614667	0.12377599999999998
chr17	614830	0.123771
chr17	614880	0.108449
chr17	616085	0.095
chr17	617074	0.087794
chr17	621057	0.087811
chr17	621086	0.087754
chr17	621151	0.08784
chr17	624431	0.089534
chr17	625628	0.0918
chr17	625896	0.092974
chr17	626355	0.094928
chr17	626596	0.098711
chr17	626632	0.098711
chr17	627099	0.103959
chr17	628318	0.10676199999999998
chr17	628489	0.10777700000000001
chr17	630268	0.125943
chr17	630348	0.125943
chr17	630810	0.12085799999999998
chr17	631285	0.074976
chr17	632201	0.058956
chr17	632287	0.040487
chr17	632958	0.035471
chr17	633174	0.032291
chr17	633797	0.031768
chr17	645263	0.031768
chr17	650840	0.033002
chr17	651273	0.034119
chr17	653532	0.034119
chr17	653644	0.03444
chr17	654811	0.034443
chr17	656299	0.03467
chr17	656648	0.038183
chr17	657183	0.095307
chr17	657364	0.232164
chr17	657611	0.349514
chr17	658898	0.347547
chr17	659004	0.288611
chr17	659193	0.23591600000000001
chr17	659238	0.240725
chr17	659255	0.240411
chr17	659267	0.191454
chr17	660098	0.191126
chr17	660527	0.19064
chr17	664715	0.163805
chr17	664913	0.09611799999999998
chr17	665330	0.054546
chr17	666376	0.050789999999999995
chr17	667148	0.04993
chr17	668391	0.068375
chr17	668600	0.09854799999999998
chr17	668687	0.097715
chr17	670474	0.10912
chr17	670730	0.11403499999999998
chr17	670805	0.11813999999999998
chr17	671742	0.11814
chr17	672264	0.16231
chr17	673277	0.182569
chr17	673500	0.18796200000000002
chr17	673919	0.15334
chr17	673921	0.127671
chr17	674555	0.11616
chr17	674650	0.107585
chr17	674723	0.096536
chr17	674940	0.090554
chr17	675270	0.085418
chr17	675347	0.080443
chr17	675441	0.073489
chr17	676053	0.067677
chr17	676130	0.067677
chr17	676392	0.062050999999999995
chr17	676489	0.052998
chr17	676536	0.047404
chr17	677239	0.044152
chr17	681033	0.044147
chr17	681098	0.042991
chr17	681759	0.042048
chr17	681930	0.042064
chr17	682235	0.041266
chr17	685089	0.041312
chr17	687838	0.042993
chr17	689770	0.043863
chr17	690360	0.059429
chr17	690579	0.079524
chr17	693732	0.174493
chr17	694070	0.256367
chr17	695000	0.301692
chr17	695071	0.356075
chr17	696571	0.582921
chr17	696684	0.787508
chr17	697017	0.817996
chr17	697262	0.317357
chr17	697495	0.167341
chr17	697778	0.12269400000000001
chr17	699021	0.07086
chr17	699229	0.042145
chr17	704046	0.042158
chr17	704969	0.042044
chr17	705141	0.041914
chr17	706035	0.04188600000000001
chr17	709368	0.09091599999999998
chr17	710261	0.132278
chr17	711254	0.221129
chr17	711559	0.276299
chr17	712116	0.30411
chr17	713021	0.54353
chr17	714629	1.147009
chr17	714799	1.143012
chr17	714860	1.3463310000000002
chr17	715718	1.34615
chr17	715725	1.291791
chr17	715922	0.703728
chr17	716602	0.314474
chr17	717171	0.289362
chr17	719257	0.289235
chr17	721436	0.289343
chr17	721625	0.289325
chr17	723122	0.289624
chr17	726435	0.932581
chr17	726656	1.324475
chr17	727123	1.693263
chr17	729185	4.747615
chr17	729665	4.751178
chr17	729948	4.740230999999999
chr17	733582	2.900501
chr17	733707	0.9540499999999998
chr17	736087	1.230203
chr17	736364	1.093759
chr17	736603	0.658108
chr17	739688	0.662233
chr17	740186	0.680363
chr17	740877	0.679853
chr17	741601	0.651625
chr17	741746	0.53441
chr17	744946	0.432557
chr17	745258	0.366011
chr17	745827	0.365762
chr17	745992	0.355579
chr17	746307	0.350055
chr17	746695	0.345757
chr17	750578	0.3588
chr17	750747	0.37457
chr17	752680	0.36523
chr17	754490	0.311054
chr17	754575	0.255332
chr17	758211	0.242771
chr17	758738	0.23420900000000003
chr17	759133	0.22846099999999997
chr17	760926	0.227197
chr17	764137	0.22220400000000004
chr17	769044	0.228359
chr17	770655	0.213806
chr17	771153	0.19913199999999998
chr17	773986	0.179522
chr17	774219	0.160801
chr17	777300	0.151088
chr17	781021	0.148798
chr17	781489	0.147297
chr17	782512	0.146866
chr17	784603	0.146828
chr17	784894	0.146873
chr17	784989	0.146668
chr17	789280	0.167884
chr17	790114	0.330855
chr17	790176	0.529602
chr17	792776	0.680975
chr17	794936	1.193533
chr17	795424	38.191949
chr17	796780	38.192627
chr17	797882	6.077379
chr17	802769	5.90027
chr17	803622	5.101179
chr17	807707	4.922161
chr17	808786	4.614866
chr17	809293	4.172931
chr17	812542	1.429315
chr17	816212	1.341839
chr17	817774	0.92267
chr17	823892	0.927127
chr17	824790	0.928856
chr17	825846	0.930298
chr17	826951	0.931875
chr17	828918	0.930937
chr17	829043	0.931336
chr17	830498	1.298704
chr17	830533	1.692275
chr17	830647	2.004628
chr17	831107	2.452477
chr17	831359	2.716754
