Chromosome	Position(bp)	Rate(cM/Mb)
chr12	45488	2.319747
chr12	46492	4.435188
chr12	48571	4.436663
chr12	53589	4.440512
chr12	57167	4.451884
chr12	61480	4.464943
chr12	69616	4.521294
chr12	71019	4.704124
chr12	76811	5.159787
chr12	79031	5.216443
chr12	79927	2.224428
chr12	82453	2.257403
chr12	83054	2.286219
chr12	84652	3.208475
chr12	84754	3.862318
chr12	86143	1.031754
chr12	87409	1.022619
chr12	87926	1.016095
chr12	88675	1.014221
chr12	90366	1.014321
chr12	91502	1.014306
chr12	92076	1.014331
chr12	92702	1.015163
chr12	92928	1.015163
chr12	93672	2.097259
chr12	94474	2.106747
chr12	98720	2.105421
chr12	101184	2.058022
chr12	103140	2.057185
chr12	106873	1.9093140000000002
chr12	107068	1.517422
chr12	108316	1.68029
chr12	108858	5.353898
chr12	109422	5.59192
chr12	109553	5.599033
chr12	110256	5.598358
chr12	110315	5.542161
chr12	110822	5.117139
chr12	111939	3.7277239999999994
chr12	112037	2.625226
chr12	114027	2.615459
chr12	114256	2.6018030000000003
chr12	114490	2.604663
chr12	114915	2.498939
chr12	115171	0.9510140000000001
chr12	116149	0.9633
chr12	116448	0.9556540000000001
chr12	116489	0.945719
chr12	116533	0.9403229999999999
chr12	119782	1.350647
chr12	120181	1.9466069999999998
chr12	120781	2.037562
chr12	120964	2.115413
chr12	121238	2.120766
chr12	122957	7.769827000000001
chr12	123538	7.991882
chr12	126594	5.248438
chr12	126672	5.181708
chr12	128355	4.109284
chr12	129025	3.855748
chr12	129977	3.8343500000000006
chr12	130621	3.8240960000000004
chr12	136169	3.826009
chr12	136662	3.8230149999999994
chr12	139841	3.912471
chr12	141073	7.6515260000000005
chr12	141412	7.646312
chr12	141439	7.939781
chr12	141821	7.011789
chr12	146029	2.32595
chr12	147054	1.849936
chr12	147894	1.4580970000000002
chr12	148345	1.846968
chr12	148467	1.812509
chr12	148529	1.7955590000000001
chr12	148610	1.7071730000000003
chr12	148770	1.126609
chr12	148821	0.687152
chr12	149252	0.278624
chr12	150075	0.286817
chr12	150247	0.286109
chr12	150404	0.285312
chr12	150498	0.300085
chr12	150659	0.302184
chr12	151516	0.913452
chr12	151704	1.271352
chr12	151868	1.592858
chr12	151920	1.9237790000000001
chr12	152510	1.842732
chr12	152618	1.748376
chr12	152658	1.661076
chr12	152673	1.6615869999999997
chr12	152763	1.562193
chr12	152875	1.434718
chr12	153917	1.732086
chr12	154404	1.950998
chr12	154539	3.609297
chr12	154630	6.334332000000001
chr12	154673	7.756775
chr12	154788	7.91491
chr12	154820	7.917377
chr12	154970	7.292061
chr12	155022	6.340436000000001
chr12	155139	5.401204
chr12	155177	4.049961
chr12	155522	3.355615
chr12	159188	3.501708
chr12	160365	19.653522
chr12	161607	2.84526
chr12	165899	4.323464
chr12	166042	4.289992
chr12	166104	4.397096
chr12	166853	4.439296
chr12	167054	4.021173
chr12	167170	1.849582
chr12	168016	1.401548
chr12	168298	1.3515319999999997
chr12	168502	1.338987
chr12	169210	1.366585
chr12	169439	1.40482
chr12	169976	1.518301
chr12	170292	1.531076
chr12	170420	1.536392
chr12	171183	1.528387
chr12	171403	1.507892
chr12	171595	1.45493
chr12	172497	1.415079
chr12	172812	1.38233
chr12	174411	1.3802
chr12	174892	1.318893
chr12	175764	1.282152
chr12	175944	1.248031
chr12	177580	1.248601
chr12	178307	1.229877
chr12	178550	1.229439
chr12	178770	1.144693
chr12	178983	1.044616
chr12	181935	1.044513
chr12	185378	1.092648
chr12	186359	1.092915
chr12	186380	1.128499
chr12	187207	1.205991
chr12	189877	2.147611
chr12	190376	2.163855
chr12	190549	2.148742
chr12	190721	5.515168
chr12	194154	2.321291
chr12	194838	1.5347569999999997
chr12	201000	7.472778
chr12	201112	7.876819
chr12	201168	8.328485
chr12	201253	8.036617
chr12	201300	3.3533649999999997
chr12	206283	1.466765
chr12	208434	1.45745
chr12	209541	1.450999
chr12	209959	1.444997
chr12	211754	1.430439
chr12	212187	1.406802
chr12	212967	1.408142
chr12	215291	1.392791
chr12	216267	1.385001
chr12	218255	2.06872
chr12	219359	4.294059
chr12	219965	8.694075
chr12	221149	31.091561
chr12	223196	31.135387999999995
chr12	223496	31.135388000000003
chr12	223694	31.135387999999995
chr12	224027	31.053469
chr12	224079	30.880586
chr12	225033	13.9317
chr12	225176	6.354838
chr12	225789	6.296804
chr12	225844	6.091309
chr12	226268	4.749752
chr12	226756	2.732421
chr12	226824	2.681453
chr12	226841	2.640733
chr12	226983	2.636593
chr12	228298	2.633403
chr12	229307	3.99912
chr12	230154	5.086536
chr12	231369	13.767044
chr12	231742	13.92655
chr12	231749	14.384756
chr12	231990	14.405361999999998
chr12	232210	14.398991
chr12	232226	14.376973
chr12	232520	12.437779
chr12	232838	11.639695
chr12	233447	8.959746
chr12	233511	3.222925
chr12	233745	1.196374
chr12	234965	1.072119
chr12	236203	1.071388
chr12	236603	1.071427
chr12	237324	1.07195
chr12	237902	1.07338
chr12	239075	1.060475
chr12	239619	1.0605
chr12	240132	1.022987
chr12	241877	2.492903
chr12	241991	2.493871
chr12	242157	2.582936
chr12	242301	2.645714
chr12	242545	2.6710390000000004
chr12	244088	0.572364
chr12	244192	0.380897
chr12	244766	0.37967800000000007
chr12	244947	0.379805
chr12	245123	0.379732
chr12	246662	0.38184
chr12	246676	0.38329
chr12	248153	0.40619900000000003
chr12	248470	0.638215
chr12	248849	0.8190719999999999
chr12	249822	2.720731
chr12	249836	3.513877
chr12	250021	1.35714
chr12	250068	0.793211
chr12	250297	0.793146
chr12	251448	0.794918
chr12	252075	0.821152
chr12	252099	0.848696
chr12	252127	0.8753580000000001
chr12	252422	0.916202
chr12	252830	0.95019
chr12	253203	0.964415
chr12	253356	0.9748019999999998
chr12	254135	0.978494
chr12	255044	1.017788
chr12	255161	1.013611
chr12	255287	0.994407
chr12	255313	0.972111
chr12	256123	0.823204
chr12	256484	0.545082
chr12	256885	0.543905
chr12	257768	0.431508
chr12	258736	0.3312
chr12	259724	0.331092
chr12	261267	0.331106
chr12	261577	0.329555
chr12	262244	1.5870269999999997
chr12	262620	0.405877
chr12	263216	0.405224
chr12	263272	0.403622
chr12	263954	0.402506
chr12	264715	0.403108
chr12	265236	0.40463299999999996
chr12	266129	0.425464
chr12	266454	0.48087199999999997
chr12	268086	0.48097699999999993
chr12	268738	0.4897560000000001
chr12	269029	0.500751
chr12	269052	0.50143
chr12	269563	0.539571
chr12	271245	0.482768
chr12	271877	0.485732
chr12	271933	0.439538
chr12	271985	0.395763
chr12	273467	0.389
chr12	273710	0.360797
chr12	273849	0.361762
chr12	274405	0.49415899999999996
chr12	274671	0.711136
chr12	274676	0.704864
chr12	275131	0.702452
chr12	275626	0.472117
chr12	275641	0.47211200000000003
chr12	275663	0.221158
chr12	275926	0.221058
chr12	276943	0.221082
chr12	277269	0.22092
chr12	277714	0.220924
chr12	277966	0.22082700000000002
chr12	278298	0.220327
chr12	279041	0.338327
chr12	279079	0.524058
